,week_of_outbreak,state_ut,district,Disease,Cases,Deaths,day,mon,year,Latitude,Longitude,preci,LAI,Temp,week_no,week_start
6314,15th week,Rajasthan,Bikaner,Acute Diarrhoeal Disease,19.0,0.0,11,4,2012,28.0159286,73.3171367,0.007015052341,2.0,322.9833334,15,2012-04-09
6315,15th week,Rajasthan,Jaipur,Acute Diarrhoeal Disease,81.0,0.0,6,4,2012,26.9154576,75.8189817,0.001570399189,5.0,317.4866666,15,2012-04-09
6316,15th week,Rajasthan,Dungarpur,Acute Diarrhoeal Disease,322.0,0.0,4,4,2012,23.666667,73.75,9.65e-05,5.0,317.0133334,15,2012-04-09
6317,15th week,Tamil Nadu,Tiruchirappalli,Chikungunya,34.0,0.0,14,4,2012,10.7992254,78.6811423,0.01526588756,5.0,313.5,15,2012-04-09
6318,16th week,Kerala,Wayanad,Acute Diarrhoeal Disease,13.0,0.0,16,4,2012,11.715219,76.12690295,0.1275102065,19.0,308.44,16,2012-04-16
6319,16th week,Odisha,Ganjam,Chikungunya,79.0,0.0,14,4,2012,19.4129711,85.04710406,0.5065819908,5.0,306.5933334,16,2012-04-16
6320,16th week,Tamil Nadu,Dindigul,Dengue,12.0,0.0,16,4,2012,10.3303299,78.06739791,0.02236090997,9.0,311.82,16,2012-04-16
6321,16th week,Tamil Nadu,Dharmapuri,Chikungunya,28.0,0.0,19,4,2012,12.09680475,78.19304301,0.001627891495,7.0,314.25333340000003,16,2012-04-16
6322,16th week,Tamil Nadu,Tiruchirapalli,Chikungunya,29.0,0.0,16,4,2012,10.8219673,78.6830614,0.01557259856,6.0,316.05,16,2012-04-16
6323,16th week,Tamil Nadu,Thoothukudi,Chikungunya,12.0,0.0,17,4,2012,8.8052602,78.1452745,0.07551768305,5.0,311.975,16,2012-04-16
6324,16th week,Uttar Pradesh,Unnao,Acute Diarrhoeal Disease,75.0,0.0,18,4,2012,26.57550365,80.61376178,0.02286046324,5.0,308.5266666,16,2012-04-16
6325,16th week,West Bengal,Dakshin Dinajpur,Acute Diarrhoeal Disease,80.0,0.0,19,4,2012,25.38703085,88.50471505,0.03266755462,19.0,301.3566666,16,2012-04-16
6326,17th week,Telangana,Mahabubnagar,Dengue,24.0,0.0,24,4,2012,16.69656855,77.95911462,0.04230192465,4.0,316.9266666,17,2012-04-23
6327,17th week,Andhra Pradesh,Prakasam,Dengue,35.0,0.0,19,4,2012,15.6589741,79.47164373,0.01306718896,5.0,317.87333340000004,17,2012-04-23
6328,17th week,Assam,Darrang,Acute Diarrhoeal Disease,26.0,0.0,25,4,2012,26.75,92.5,0.3027163354,12.0,299.76,17,2012-04-23
6329,17th week,Gujarat,Kheda,Acute Diarrhoeal Disease,25.0,0.0,28,4,2012,22.75,72.833333,5.55e-05,6.0,315.6066666,17,2012-04-23
6330,17th week,Odisha,Dhenkanal,Acute Diarrhoeal Disease,5.0,1.0,23,4,2012,20.75,85.5,0.04012482251,9.0,310.8766666,17,2012-04-23
6331,17th week,Tamil Nadu,Dindigul,Chikungunya,21.0,0.0,25,4,2012,10.3303299,78.06739791,0.03580833203,8.0,313.5133334,17,2012-04-23
6332,17th week,Tamil Nadu,Erode,Acute Diarrhoeal Disease,50.0,0.0,20,4,2012,11.3692044,77.67662687,0.005433380723,7.0,313.892,17,2012-04-23
6333,17th week,Maharashtra,Jalgaon,Acute Diarrhoeal Disease,40.0,2.0,15,4,2012,20.84288265,75.52612464,0.0008784986253,4.0,320.71,17,2012-04-23
6334,17th week,Tamil Nadu,Krishnagiri,Acute Diarrhoeal Disease,11.0,0.0,14,4,2012,12.5188835,78.2206536,0.003494631922,5.0,313.42400000000004,17,2012-04-23
6335,18th week,Gujarat,Kheda,Chikungunya,67.0,0.0,3,5,2012,22.75,72.833333,5.28e-05,5.0,317.1166666,18,2012-04-30
6336,18th week,Gujarat,Kheda,Chikungunya,38.0,0.0,4,5,2012,22.75,72.833333,3.56e-05,5.0,317.5266666,18,2012-04-30
6337,18th week,Gujarat,Panchmahal,Chikungunya,26.0,0.0,2,5,2012,22.7748893,73.620404,3.74e-05,4.0,320.78000000000003,18,2012-04-30
6338,18th week,Karnataka,Chamarajnagar,Acute Diarrhoeal Disease,16.0,1.0,1,5,2012,14.3683154,76.6538415,0.3638410629,6.0,307.276,18,2012-04-30
6339,18th week,Karnataka,Hassan,Acute Diarrhoeal Disease,12.0,0.0,4,5,2012,13.0070817,76.0992703,0.1266851935,9.0,302.1,18,2012-04-30
6340,18th week,Karnataka,Mandya,Acute Diarrhoeal Disease,14.0,0.0,30,4,2012,12.5238888,76.8961961,0.6329278779,5.0,308.42,18,2012-04-30
6341,18th week,Karnataka,Mandya,Acute Diarrhoeal Disease,29.0,0.0,25,4,2012,12.5238888,76.8961961,0.02676358511,8.0,307.5566666,18,2012-04-30
6342,18th week,Karnataka,Tumkur,Acute Diarrhoeal Disease,16.0,0.0,28,4,2012,13.3400771,77.1006208,0.8093954074,6.0,308.88,18,2012-04-30
6343,18th week,Madhya Pradesh,Khargone,Acute Diarrhoeal Disease,57.0,0.0,3,5,2012,21.825599,75.614182,5.28e-05,4.0,321.84000000000003,18,2012-04-30
6344,18th week,Madhya Pradesh,Shajapur,Acute Diarrhoeal Disease,24.0,0.0,27,4,2012,23.37074105,76.62051527,0.0009625176422,3.0,321.3066666,18,2012-04-30
6345,18th week,Maharashtra,Yavatmal,Acute Diarrhoeal Disease,19.0,0.0,1,5,2012,20.32570375,78.11691397,0.0003987565128,3.0,324.428,18,2012-04-30
6346,18th week,Odisha,Berhampur,Acute Diarrhoeal Disease,23.0,0.0,1,5,2012,21.49308515,86.63272983,0.4743301397,15.0,305.28000000000003,18,2012-04-30
6347,18th week,Punjab,Gurdaspur,Acute Diarrhoeal Disease,17.0,0.0,2,5,2012,32.166667,75.316667,0.1940821393,5.0,303.732,18,2012-04-30
6348,18th week,Tamil Nadu,Dindigul,Chikungunya,12.0,0.0,27,4,2012,10.3303299,78.06739791,0.2981805242,8.0,310.93333340000004,18,2012-04-30
6349,18th week,Uttarakhand,Pauri,Acute Diarrhoeal Disease,42.0,0.0,2,5,2012,30.1479882,78.7759518,0.4081425836,18.0,302.1533334,18,2012-04-30
6350,18th week,West Bengal,Purba Medinipur,Acute Diarrhoeal Disease,288.0,0.0,26,4,2012,22.06217445,87.83672383,0.07721241987,12.0,307.3866666,18,2012-04-30
6351,18th week,West Bengal,Bankura,Acute Diarrhoeal Disease,97.0,1.0,1,5,2012,23.13195425,87.2073972,0.1378234793,8.0,308.0466666,18,2012-04-30
6352,18th week,Gujarat,Jamnagar,Chikungunya,54.0,0.0,8,4,2012,22.4732415,70.0552102,2.87e-05,4.0,318.79200000000003,18,2012-04-30
6353,18th week,Karnataka,Belgaum,Acute Diarrhoeal Disease,12.0,0.0,22,4,2012,15.8572666,74.5069343,0.1755570859,5.0,311.4266666,18,2012-04-30
6354,18th week,Karnataka,Gulbarga,Acute Diarrhoeal Disease,21.0,0.0,17,4,2012,17.166667,77.083333,0.1051220981,3.0,318.428,18,2012-04-30
6355,18th week,Karnataka,Koppal,Acute Diarrhoeal Disease,104.0,0.0,24,4,2012,15.3484144,76.1547421,0.06150317098,4.0,312.99,18,2012-04-30
6356,18th week,Karnataka,Tumkur,Chikungunya,57.0,0.0,24,4,2012,13.3400771,77.1006208,0.1048395919,6.0,308.14,18,2012-04-30
6357,18th week,Karnataka,Tumkur,Dengue,26.0,0.0,11,4,2012,13.3400771,77.1006208,0.007471837833,6.0,313.336,18,2012-04-30
6358,18th week,Kerala,Wayanad,Acute Diarrhoeal Disease,8.0,1.0,21,4,2012,11.715219,76.12690295,0.4930728869,5.0,305.36400000000003,18,2012-04-30
6359,18th week,Kerala,Wayanad,Acute Diarrhoeal Disease,8.0,1.0,22,4,2012,11.715219,76.12690295,0.5422610578,5.0,304.30400000000003,18,2012-04-30
6360,18th week,Kerala,Alappuzha,Acute Diarrhoeal Disease,12.0,0.0,24,4,2012,9.5006651,76.41241429,0.4179458287,15.0,302.476,18,2012-04-30
6361,18th week,Maharashtra,Beed,Chikungunya,18.0,0.0,15,4,2012,18.9918442,75.909784,0.001103384156,4.0,320.30333340000004,18,2012-04-30
6362,18th week,Maharashtra,Satara,Acute Diarrhoeal Disease,26.0,0.0,23,4,2012,17.63612885,74.29827808,0.08421699515,3.0,317.348,18,2012-04-30
6363,19th week,Assam,Cachar,Acute Diarrhoeal Disease,228.0,1.0,10,5,2012,24.75863995,92.88166476,0.007508876823,23.0,304.752,19,2012-05-07
6364,19th week,Bihar,Siwan,Acute Diarrhoeal Disease,42.0,0.0,2,5,2012,26.1310043,84.39125661,0.001456034924,5.0,312.84000000000003,19,2012-05-07
6365,19th week,Gujarat,Bharuch,Chikungunya,15.0,0.0,9,5,2012,21.75,73.0,0.001852235288,6.0,312.016,19,2012-05-07
6366,19th week,Jammu And Kashmir,Budgam,Acute Diarrhoeal Disease,34.0,0.0,7,5,2012,33.9099319,74.62914426,0.453736733,5.0,290.98,19,2012-05-07
6367,19th week,Karnataka,Tumkur,Cholera,45.0,0.0,4,5,2012,13.3400771,77.1006208,0.1301647017,8.0,305.34000000000003,19,2012-05-07
6368,19th week,Karnataka,Tumkur,Acute Diarrhoeal Disease,12.0,0.0,8,5,2012,13.3400771,77.1006208,0.000506278275,5.0,309.40000000000003,19,2012-05-07
6369,19th week,Karnataka,Chamarajnagar,Acute Diarrhoeal Disease,12.0,0.0,9,5,2012,14.3683154,76.6538415,0.0009910446206,6.0,311.612,19,2012-05-07
6370,19th week,Karnataka,Hassan,Acute Diarrhoeal Disease,38.0,0.0,7,5,2012,13.0070817,76.0992703,0.01304336992,5.0,305.12,19,2012-05-07
6371,19th week,Karnataka,Haveri,Acute Diarrhoeal Disease,25.0,0.0,6,5,2012,14.7874825,75.3996731,0.001840460915,17.0,301.6866666,19,2012-05-07
6372,19th week,Karnataka,Ballari,Dengue,52.0,0.0,5,5,2012,15.2485413,76.8323648,0.0001694238721,5.0,312.59200000000004,19,2012-05-07
6373,19th week,Karnataka,Mysore,Cholera,36.0,0.0,6,5,2012,12.3051828,76.6553609,0.08615679217,8.0,305.3333334,19,2012-05-07
6374,19th week,Karnataka,Mysore,Cholera,44.0,0.0,8,5,2012,12.3051828,76.6553609,0.05781178797,5.0,306.692,19,2012-05-07
6375,19th week,Kerala,Wayanad,Cholera,13.0,0.0,5,5,2012,11.715219,76.12690295,0.8044471407,20.0,303.44,19,2012-05-07
6376,19th week,Kerala,Wayanad,Cholera,8.0,1.0,3,5,2012,11.715219,76.12690295,1.322910277,20.0,295.2,19,2012-05-07
6377,19th week,Maharashtra,Amravati,Acute Diarrhoeal Disease,41.0,0.0,3,5,2012,20.9521098,77.7333168,5.28e-05,2.0,325.7266666,19,2012-05-07
6378,19th week,Maharashtra,Bhandara,Dengue,18.0,2.0,7,5,2012,21.12304765,79.79390882,0.003808100646,5.0,320.99,19,2012-05-07
6379,19th week,Rajasthan,Bikaner,Acute Diarrhoeal Disease,118.0,0.0,7,5,2012,28.0159286,73.3171367,0.0004966244418,5.0,321.4733334,19,2012-05-07
6380,19th week,Tamil Nadu,Salem,Dengue,11.0,0.0,7,5,2012,11.0600516,77.0679581,0.1255004649,5.0,308.48400000000004,19,2012-05-07
6381,19th week,Tamil Nadu,Pudukottai,Chikungunya,27.0,0.0,7,5,2012,10.3826515,78.8191259,0.172675772,5.0,308.52,19,2012-05-07
6382,19th week,Tamil Nadu,Pudukottai,Dengue,20.0,0.0,7,5,2012,10.3826515,78.8191259,0.172675772,5.0,308.52,19,2012-05-07
6383,19th week,Tamil Nadu,Kanyakumari,Chikungunya,27.0,0.0,5,5,2012,8.079252,77.5499338,0.5065819908,5.0,295.2,19,2012-05-07
6384,19th week,Tamil Nadu,Kanyakumari,Chikungunya,53.0,0.0,10,5,2012,8.079252,77.5499338,0.5065819908,5.0,295.2,19,2012-05-07
6385,19th week,Tamil Nadu,Tiruchirapalli,Cholera,14.0,1.0,5,5,2012,10.8219673,78.6830614,0.245743166,7.0,310.416,19,2012-05-07
6386,19th week,Tamil Nadu,Tiruchirapalli,Acute Diarrhoeal Disease,85.0,0.0,6,5,2012,10.8219673,78.6830614,0.255457975,7.0,310.115,19,2012-05-07
6387,19th week,Tamil Nadu,Virudhunagar,Acute Diarrhoeal Disease,21.0,0.0,4,5,2012,9.5208936,77.8784564,0.2172936417,6.0,308.295,19,2012-05-07
6388,19th week,Tamil Nadu,Kancheepuram,Acute Diarrhoeal Disease,29.0,1.0,6,5,2012,12.87960515,79.70427615,0.04848823026,5.0,309.53000000000003,19,2012-05-07
6389,19th week,Uttar Pradesh,Unnao,Acute Diarrhoeal Disease,15.0,2.0,10,5,2012,26.57550365,80.61376178,0.005721131603,5.0,310.81,19,2012-05-07
6390,19th week,West Bengal,Bankura,Cholera,56.0,0.0,9,5,2012,23.13195425,87.2073972,0.1957883956,9.0,308.1266666,19,2012-05-07
6391,19th week,West Bengal,Purba Medinipur,Acute Diarrhoeal Disease,61.0,0.0,9,5,2012,22.06217445,87.83672383,0.3057073361,12.0,305.83,19,2012-05-07
6392,19th week,West Bengal,Hooghly,Acute Diarrhoeal Disease,22.0,0.0,6,5,2012,22.9052114,88.3760639,0.7368032,13.0,303.168,19,2012-05-07
6393,19th week,Assam,Chirang,Acute Diarrhoeal Disease,35.0,1.0,27,4,2012,26.6464231,90.62415699,0.6108139776,35.0,299.5466666,19,2012-05-07
6394,19th week,Jammu And Kashmir,Jammu And Kashmir,Acute Diarrhoeal Disease,70.0,0.0,30,4,2012,32.7185614,74.8580917,0.2349068775,5.0,287.62,19,2012-05-07
6395,19th week,Jammu And Kashmir,Kathua,Acute Diarrhoeal Disease,126.0,0.0,23,4,2012,32.4288215,75.56286458,0.04889600175,8.0,302.6,19,2012-05-07
6396,19th week,Kerala,Wayanad,Acute Diarrhoeal Disease,10.0,1.0,30,4,2012,11.715219,76.12690295,1.575551377,5.0,304.24,19,2012-05-07
6397,19th week,Maharashtra,Nashik,Dengue,16.0,0.0,20,4,2012,20.0112475,73.7902364,0.00453315594,5.0,316.672,19,2012-05-07
6398,19th week,Maharashtra,Satara,Acute Diarrhoeal Disease,141.0,0.0,30,4,2012,17.63612885,74.29827808,4.39e-05,5.0,317.468,19,2012-05-07
6399,19th week,Tamil Nadu,Tirunelveli,Dengue,188.0,12.0,18,4,2012,8.7284271,77.7112925,0.07157962327,8.0,314.2,19,2012-05-07
6400,19th week,Karnataka,Raichur,Dengue,31.0,0.0,28,4,2012,16.083333,77.166667,0.02457086849,4.0,314.42,19,2012-05-07
6401,19th week,Maharashtra,Yavatmal,Cholera,62.0,0.0,1,5,2012,20.32570375,78.11691397,0.0003987565128,3.0,324.428,19,2012-05-07
6402,20th week,Andhra Pradesh,Cuddapah,Acute Diarrhoeal Disease,29.0,0.0,16,5,2012,14.4956602,78.8349278,0.1016562317,5.0,314.0666666,20,2012-05-14
6403,20th week,Karnataka,Hassan,Acute Diarrhoeal Disease,14.0,0.0,14,5,2012,13.0070817,76.0992703,0.353181544,9.0,307.10400000000004,20,2012-05-14
6404,20th week,Karnataka,Hassan,Acute Diarrhoeal Disease,20.0,0.0,13,5,2012,13.0070817,76.0992703,0.2935828029,9.0,308.344,20,2012-05-14
6405,20th week,Karnataka,Hassan,Acute Diarrhoeal Disease,28.0,0.0,14,5,2012,13.0070817,76.0992703,0.353181544,9.0,307.10400000000004,20,2012-05-14
6406,20th week,Karnataka,Haveri,Acute Diarrhoeal Disease,12.0,0.0,19,5,2012,14.7874825,75.3996731,0.1934701247,25.0,305.52,20,2012-05-14
6407,20th week,Karnataka,Ramanagara,Acute Diarrhoeal Disease,41.0,0.0,17,5,2012,12.7252766,77.2804797,0.4853331735,9.0,304.33,20,2012-05-14
6408,20th week,Madhya Pradesh,Sehore,Acute Diarrhoeal Disease,17.0,0.0,18,5,2012,23.1156882,77.06623939,0.02901056082,4.0,321.16,20,2012-05-14
6409,20th week,Maharashtra,Amravati,Acute Diarrhoeal Disease,38.0,0.0,11,5,2012,20.9521098,77.7333168,0.1131117567,3.0,322.9066666,20,2012-05-14
6410,20th week,Tamil Nadu,Tiruchirapalli,Acute Diarrhoeal Disease,80.0,0.0,14,5,2012,10.8219673,78.6830614,0.1663623687,8.0,309.708,20,2012-05-14
6411,20th week,Tamil Nadu,Perambalur,Chikungunya,13.0,0.0,16,5,2012,11.2287716,78.81825555,0.1577435245,5.0,309.90500000000003,20,2012-05-14
6412,20th week,Tamil Nadu,Thoothukudi,Dengue,21.0,0.0,18,5,2012,8.8052602,78.1452745,0.07773494995,6.0,314.18,20,2012-05-14
6413,20th week,West Bengal,Jalpaiguri,Chikungunya,44.0,0.0,18,5,2012,26.4733048,88.67886686,0.3081961421,27.0,296.2833334,20,2012-05-14
6414,20th week,Telangana,Mahabubnagar,Dengue,32.0,0.0,6,5,2012,16.69656855,77.95911462,3.67e-05,4.0,314.67,20,2012-05-14
6415,20th week,Maharashtra,Raigad,Dengue,167.0,0.0,8,5,2012,18.4928092,73.13807095,0.001290552815,5.0,313.23,20,2012-05-14
6416,20th week,Maharashtra,Sholapur,Dengue,65.0,0.0,6,4,2012,17.6912883,75.8841635,0.008667705151,5.0,317.17,20,2012-05-14
6417,20th week,Maharashtra,Sangli,Acute Diarrhoeal Disease,91.0,0.0,4,5,2012,17.1726928,74.58676543,6.68e-05,6.0,315.932,20,2012-05-14
6418,20th week,Maharashtra,Chandrapur,Dengue,50.0,0.0,2,5,2012,20.0967555,79.50454752,0.03155863317,5.0,317.76,20,2012-05-14
6419,20th week,Rajasthan,Ganganagar,Acute Diarrhoeal Disease,16.0,1.0,7,5,2012,29.9049489,73.87929341,0.000709490789,5.0,316.016,20,2012-05-14
6420,20th week,Kerala,Wayanad,Cholera,25.0,1.0,3,5,2012,11.715219,76.12690295,1.322910277,20.0,295.2,20,2012-05-14
6421,20th week,Tamil Nadu,Tirunelveli,Dengue,393.0,24.0,18,4,2012,8.7284271,77.7112925,0.07157962327,8.0,314.2,20,2012-05-14
6422,21st week,Andhra Pradesh,Anantapur,Acute Diarrhoeal Disease,25.0,0.0,18,5,2012,14.6546235,77.55625984,0.08289797767,3.0,312.8,21,2012-05-21
6423,21st week,Telangana,Mahabubnagar,Chikungunya,26.0,0.0,22,5,2012,16.69656855,77.95911462,0.0001909062532,4.0,318.54,21,2012-05-21
6424,21st week,Telangana,Mahabubnagar,Dengue,57.0,0.0,23,5,2012,16.69656855,77.95911462,6.54e-05,5.0,318.3,21,2012-05-21
6425,21st week,Assam,Dibrugarh,Acute Diarrhoeal Disease,86.0,0.0,21,5,2012,27.4844597,94.9019447,0.8280119688,15.0,299.212,21,2012-05-21
6426,21st week,Assam,Sibsagar,Acute Diarrhoeal Disease,40.0,1.0,22,5,2012,26.96388985,94.58213345,0.1099748259,21.0,303.035,21,2012-05-21
6427,21st week,Gujarat,Sabarkantha,Acute Diarrhoeal Disease,12.0,0.0,17,5,2012,24.0294885,73.0459884,0.00277135941,7.0,315.0133334,21,2012-05-21
6428,21st week,Karnataka,Bangalore Urban,Acute Diarrhoeal Disease,14.0,0.0,20,5,2012,12.94514225,77.553645,0.2984734998,8.0,302.584,21,2012-05-21
6429,21st week,Madhya Pradesh,Khandwa,Acute Diarrhoeal Disease,37.0,1.0,21,5,2012,21.9778642,76.56882823,0.0002005026003,4.0,321.7666666,21,2012-05-21
6430,21st week,Madhya Pradesh,Ujjain,Acute Diarrhoeal Disease,46.0,1.0,25,5,2012,23.1885131,75.7716562,0.0003576663353,3.0,320.8966666,21,2012-05-21
6431,21st week,Odisha,Dhenkanal,Acute Diarrhoeal Disease,10.0,0.0,24,5,2012,20.75,85.5,0.01931445449,5.0,308.492,21,2012-05-21
6432,21st week,Punjab,Patiala,Acute Diarrhoeal Disease,30.0,0.0,26,5,2012,30.2090874,76.33987209,0.003398637663,3.0,315.1866666,21,2012-05-21
6433,21st week,Punjab,S.A.S Nagar,Cholera,15.0,0.0,22,5,2012,30.7041168,76.7176885,0.00313175938,5.0,310.8166666,21,2012-05-21
6434,21st week,Tamil Nadu,Dindigul,Acute Diarrhoeal Disease,28.0,0.0,22,5,2012,10.3303299,78.06739791,0.174143296,13.0,305.148,21,2012-05-21
6435,21st week,Tamil Nadu,Pudukottai,Dengue,18.0,0.0,25,5,2012,10.3826515,78.8191259,0.1165802281,6.0,295.2,21,2012-05-21
6436,21st week,Tamil Nadu,Thanjavur,Acute Diarrhoeal Disease,72.0,0.0,26,5,2012,10.7860267,79.1381497,0.1342329424,7.0,311.07,21,2012-05-21
6437,21st week,West Bengal,Hooghly,Acute Diarrhoeal Disease,24.0,0.0,16,5,2012,22.9052114,88.3760639,0.2793016209,5.0,307.08,21,2012-05-21
6438,21st week,Assam,Udalguri,Acute Diarrhoeal Disease,57.0,2.0,14,5,2012,26.77253155,92.10641749,0.2949388284,27.0,302.31,21,2012-05-21
6439,21st week,Gujarat,Ahmadabad,Chikungunya,24.0,0.0,1,5,2012,23.0216238,72.5797068,4.05e-05,5.0,316.2666666,21,2012-05-21
6440,21st week,Gujarat,Bhavnagar,Acute Diarrhoeal Disease,36.0,0.0,4,5,2012,21.7718836,72.1416449,3.56e-05,4.0,322.388,21,2012-05-21
6441,21st week,Gujarat,Dahod,Acute Diarrhoeal Disease,47.0,0.0,3,5,2012,22.8358542,74.2556782,5.28e-05,3.0,322.416,21,2012-05-21
6442,21st week,Karnataka,Hassan,Acute Diarrhoeal Disease,21.0,0.0,2,5,2012,13.0070817,76.0992703,0.8505046685,9.0,302.46,21,2012-05-21
6443,21st week,Kerala,Pathanamthitta,Dengue,10.0,1.0,11,5,2012,9.2780841,76.9737443,0.7194546851,35.0,302.672,21,2012-05-21
6444,21st week,Maharashtra,Gadchiroli,Dengue,7.0,0.0,13,5,2012,19.75907035,80.16228073,0.02881348535,8.0,317.976,21,2012-05-21
6445,21st week,Maharashtra,Pune,Dengue,6.0,1.0,7,5,2012,18.521428,73.8544541,0.0004693079357,5.0,317.368,21,2012-05-21
6446,21st week,Maharashtra,Sangli,Chikungunya,14.0,0.0,25,4,2012,17.1726928,74.58676543,0.09295113816,6.0,316.11,21,2012-05-21
6447,21st week,Maharashtra,Sangli,Acute Diarrhoeal Disease,26.0,0.0,13,5,2012,17.1726928,74.58676543,0.1345767349,6.0,316.564,21,2012-05-21
6448,21st week,Maharashtra,Ahmednagar,Chikungunya,20.0,0.0,3,5,2012,19.1627725,74.8580243,5.28e-05,4.0,318.6166666,21,2012-05-21
6449,21st week,Maharashtra,Amravati,Acute Diarrhoeal Disease,43.0,0.0,11,5,2012,20.9521098,77.7333168,0.1131117567,3.0,322.9066666,21,2012-05-21
6450,21st week,Tamil Nadu,Pudukottai,Dengue/Chikungunya,27.0,0.0,13,5,2012,10.3826515,78.8191259,0.216268789,9.0,309.172,21,2012-05-21
6451,21st week,Andhra Pradesh,Kadapa,Acute Diarrhoeal Disease,42.0,1.0,16,5,2012,14.4752936,78.8216861,0.1016562317,5.0,314.0666666,21,2012-05-21
6452,21st week,Tamil Nadu,Tirunelveli,Dengue,343.0,8.0,18,4,2012,8.7284271,77.7112925,0.07157962327,8.0,314.2,21,2012-05-21
6453,21st week,West Bengal,Jalpaiguri,Chikungunya,101.0,0.0,19,5,2012,26.4733048,88.67886686,0.2077263342,27.0,294.9566666,21,2012-05-21
6454,22nd week,Telangana,Mahabubnagar,Chikungunya,53.0,0.0,24,5,2012,16.69656855,77.95911462,0.0001310279724,5.0,318.184,22,2012-05-28
6455,22nd week,Assam,Jorhat,Acute Diarrhoeal Disease,14.0,0.0,28,5,2012,26.7577925,94.2079645,0.2796949168,17.0,299.68,22,2012-05-28
6456,22nd week,Assam,Jorhat,Acute Diarrhoeal Disease,12.0,0.0,26,5,2012,26.7577925,94.2079645,0.2611125277,17.0,302.17,22,2012-05-28
6457,22nd week,Bihar,Gaya,Acute Encephalitis Syndrome,12.0,7.0,28,5,2012,24.7964355,85.0079563,7.03e-05,4.0,317.6866666,22,2012-05-28
6458,22nd week,Bihar,Muzaffarpur,Acute Encephalitis Syndrome,32.0,8.0,27,5,2012,26.1486581,85.34001282,0.0001333996933,6.0,310.2866666,22,2012-05-28
6459,22nd week,Chhattisgarh,Raigarh,Acute Diarrhoeal Disease,33.0,1.0,27,5,2012,22.5,83.5,9.2e-05,8.0,316.0466666,22,2012-05-28
6460,22nd week,Gujarat,Surendranagar,Acute Diarrhoeal Disease,127.0,0.0,30,5,2012,22.75,71.666667,5.14e-05,3.0,315.2466666,22,2012-05-28
6461,22nd week,Karnataka,Tumkur,Cholera,59.0,0.0,25,5,2012,13.3400771,77.1006208,0.008959952326,8.0,307.732,22,2012-05-28
6462,22nd week,Karnataka,Tumkur,Acute Diarrhoeal Disease,12.0,0.0,25,5,2012,13.3400771,77.1006208,0.008959952326,8.0,307.732,22,2012-05-28
6463,22nd week,Karnataka,Tumkur,Acute Diarrhoeal Disease,11.0,0.0,27,5,2012,13.3400771,77.1006208,0.008924931246,8.0,307.66400000000004,22,2012-05-28
6464,22nd week,Karnataka,Kolar,Dengue,20.0,0.0,24,5,2012,13.1367201,78.1337246,0.02268053704,5.0,306.616,22,2012-05-28
6465,22nd week,Karnataka,Belgaum,Acute Diarrhoeal Disease,50.0,0.0,26,5,2012,15.8572666,74.5069343,0.01659407463,9.0,313.996,22,2012-05-28
6466,22nd week,Odisha,Ganjam,Chikungunya,43.0,0.0,24,5,2012,19.4129711,85.04710406,0.5065819908,5.0,305.76,22,2012-05-28
6467,22nd week,Rajasthan,Tonk,Acute Diarrhoeal Disease,37.0,0.0,27,5,2012,26.12214725,75.66375374,9.88e-05,2.0,319.9733334,22,2012-05-28
6468,22nd week,Tamil Nadu,Theni,Dengue,9.0,0.0,25,5,2012,9.9696643,77.47420049,0.2895826607,7.0,309.65000000000003,22,2012-05-28
6469,22nd week,Tamil Nadu,Krishnagiri,Acute Diarrhoeal Disease,16.0,0.0,26,5,2012,12.5188835,78.2206536,0.04345799764,11.0,304.185,22,2012-05-28
6470,22nd week,Tamil Nadu,Krishnagiri,Acute Diarrhoeal Disease,94.0,0.0,27,5,2012,12.5188835,78.2206536,0.0468973269,11.0,302.6866666,22,2012-05-28
6471,22nd week,West Bengal,Murshidabad,Acute Diarrhoeal Disease,41.0,0.0,2,6,2012,24.1745993,88.2721335,0.1757088485,7.0,305.685,22,2012-05-28
6472,22nd week,Assam,Darrang,Cholera,38.0,1.0,16,5,2012,26.75,92.5,0.7453016862,5.0,300.895,22,2012-05-28
6473,22nd week,Assam,Jorhat,Acute Diarrhoeal Disease,24.0,0.0,20,5,2012,26.7577925,94.2079645,0.1796679558,19.0,298.985,22,2012-05-28
6474,22nd week,Karnataka,Mandya,Cholera,25.0,0.0,19,5,2012,12.5238888,76.8961961,0.1829032262,11.0,304.35,22,2012-05-28
6475,22nd week,Maharashtra,Dhule,Cholera,26.0,0.0,15,5,2012,21.13170235,74.48990147,0.06756302435,5.0,318.76,22,2012-05-28
6476,22nd week,Maharashtra,Raigad,Dengue,23.0,0.0,19,5,2012,18.4928092,73.13807095,0.003096761523,9.0,313.7933334,22,2012-05-28
6477,22nd week,Tamil Nadu,Tirunelveli,Dengue,303.0,0.0,18,4,2012,8.7284271,77.7112925,0.07157962327,8.0,314.2,22,2012-05-28
6478,23rd week,Assam,Dima Hasao,Cholera,35.0,5.0,5,6,2012,25.40036255,93.07522923,3.916801064,24.0,297.96,23,2012-06-04
6479,23rd week,Assam,Golaghat,Acute Diarrhoeal Disease,16.0,0.0,31,5,2012,26.40490095,94.03209112,0.3758969277,5.0,303.99,23,2012-06-04
6480,23rd week,Bihar,Saharsa,Acute Diarrhoeal Disease,25.0,0.0,8,6,2012,25.83264165,86.61489283,1.857253676,5.0,302.18,23,2012-06-04
